x_value,total_1,total_2
1670,2371,1751
1671,2375,1747
1672,2377,1744
1673,2377,1749
1674,2377,1755
1675,2377,1752
1676,2381,1756
1677,2384,1762
1678,2391,1762
1679,2396,1763
1680,2396,1763
1681,2394,1767
1682,2395,1767
1683,2392,1768
1684,2390,1774
1685,2387,1776
1686,2382,1779
1687,2384,1781
1688,2387,1785
1689,2388,1780
1690,2387,1785
1691,2382,1780
1692,2385,1775
1693,2386,1773
1694,2381,1774
1695,2379,1774
1696,2377,1770
1697,2378,1773
1698,2386,1770
1699,2384,1771
1700,2384,1775
1701,2381,1772
1702,2382,1775
1703,2380,1773
1704,2383,1769
1705,2383,1771
1706,2388,1771
1707,2391,1774
1708,2385,1780
1709,2391,1786
1710,2395,1783
1711,2397,1778
1712,2403,1776
1713,2411,1777
1714,2411,1782
1715,2407,1779
1716,2413,1777
1717,2413,1782
1718,2410,1780
1719,2409,1781
1720,2408,1782
1721,2410,1782
1722,2417,1784
1723,2424,1790
1724,2423,1792
1725,2420,1790
1726,2426,1792
1727,2421,1794
1728,2428,1792
1729,2427,1791
1730,2432,1797
1731,2437,1795
1732,2439,1791
1733,2444,1786
1734,2443,1784
1735,2441,1785
1736,2436,1786
1737,2441,1785
1738,2440,1782
1739,2443,1783
1740,2447,1778
1741,2441,1778
1742,2436,1783
1743,2444,1786
1744,2439,1785
1745,2436,1781
1746,2433,1780
1747,2429,1779
1748,2435,1778
1749,2434,1774
1750,2440,1777
1751,2440,1773
1752,2434,1771
1753,2437,1771
1754,2443,1767
1755,2447,1764
1756,2445,1768
1757,2453,1769
1758,2452,1765
1759,2460,1763
1760,2464,1759
1761,2471,1764
1762,2469,1769
1763,2473,1774
1764,2467,1774
1765,2461,1770
1766,2466,1773
1767,2467,1772
1768,2471,1772
1769,2471,1778
1770,2472,1783
1771,2467,1786
1772,2472,1783
1773,2480,1781
1774,2482,1783
1775,2488,1787
1776,2495,1792
1777,2497,1796
1778,2498,1792
1779,2500,1790
1780,2505,1786
1781,2505,1789
1782,2502,1790
1783,2500,1789
1784,2496,1789
1785,2493,1784
1786,2496,1779
1787,2497,1775
1788,2504,1772
1789,2499,1770
1790,2493,1775
1791,2488,1772
1792,2491,1777
1793,2493,1774
1794,2499,1773
1795,2505,1775
1796,2501,1778
1797,2496,1776
1798,2495,1781
1799,2491,1776
1800,2491,1773
1801,2499,1771
1802,2503,1774
1803,2498,1772
1804,2497,1775
1805,2502,1776
1806,2501,1771
1807,2505,1777
1808,2511,1772
1809,2518,1770
1810,2518,1773
1811,2512,1776
1812,2510,1782
1813,2510,1780
1814,2509,1785
1815,2516,1788
1816,2515,1793
1817,2522,1792
1818,2526,1797
1819,2530,1803
1820,2532,1805
1821,2533,1811
1822,2539,1808
1823,2544,1813
1824,2549,1816
1825,2545,1814
1826,2550,1817
1827,2545,1818
1828,2544,1815
1829,2544,1810
1830,2545,1808
1831,2552,1806
1832,2559,1803
1833,2560,1807
1834,2568,1812
1835,2571,1816
1836,2567,1812
1837,2568,1816
1838,2562,1821
1839,2568,1825
1840,2568,1822
1841,2566,1827
1842,2563,1823
1843,2557,1823
1844,2551,1823
1845,2547,1829
1846,2543,1824
1847,2547,1825
1848,2553,1824
1849,2551,1820
1850,2552,1823
1851,2557,1829
1852,2557,1826
1853,2562,1821
1854,2568,1823
1855,2566,1819
1856,2566,1816
1857,2570,1813
1858,2576,1808
1859,2581,1811
1860,2589,1809
1861,2588,1809
1862,2595,1807
1863,2599,1809
1864,2593,1815
1865,2594,1821
1866,2590,1824
1867,2584,1819
1868,2586,1814
1869,2582,1813
1870,2584,1812
1871,2581,1816
1872,2578,1816
1873,2578,1819
1874,2577,1816
1875,2576,1813
1876,2574,1814
1877,2582,1810
1878,2590,1815
1879,2584,1813
1880,2592,1816
1881,2591,1822
1882,2593,1822
1883,2598,1826
1884,2603,1828
1885,2602,1823
1886,2597,1821
1887,2598,1824
1888,2592,1828
1889,2599,1828
1890,2602,1826
1891,2598,1829
1892,2597,1833
1893,2602,1835
1894,2608,1841
1895,2613,1839
1896,2610,1834
1897,2608,1829
1898,2610,1824
1899,2605,1820
1900,2609,1819
1901,2606,1819
1902,2608,1825
1903,2610,1829
1904,2609,1828
1905,2608,1823
1906,2610,1822
1907,2604,1828
1908,2598,1828
1909,2597,1828
1910,2601,1832
1911,2604,1838
1912,2607,1835
1913,2613,1830
1914,2621,1834
1915,2616,1832
1916,2612,1833
1917,2612,1839
1918,2617,1834
1919,2619,1834
1920,2616,1838
1921,2612,1840
1922,2615,1843
1923,2617,1845
1924,2611,1841
1925,2608,1838
1926,2608,1842
1927,2613,1837
1928,2614,1838
1929,2611,1839
1930,2613,1836
1931,2609,1837
1932,2605,1843
1933,2602,1846
1934,2603,1848
1935,2610,1850
1936,2616,1847
1937,2610,1851
1938,2618,1857
1939,2619,1858
1940,2613,1864
1941,2610,1861
1942,2613,1858
1943,2621,1862
1944,2619,1864
1945,2614,1861
1946,2622,1859
1947,2624,1854
1948,2631,1855
1949,2634,1852
1950,2636,1851
1951,2636,1852
1952,2634,1847
1953,2632,1847
1954,2628,1843
1955,2631,1849
1956,2632,1847
1957,2637,1847
1958,2638,1845
1959,2641,1850
1960,2638,1855
1961,2636,1857
1962,2632,1859
1963,2627,1859
1964,2632,1861
1965,2637,1860
1966,2644,1856
1967,2650,1853
1968,2644,1858
1969,2648,1859
1970,2654,1862
1971,2649,1863
1972,2652,1866
1973,2658,1868
1974,2657,1863
1975,2656,1868
1976,2650,1865
1977,2653,1862
1978,2657,1857
1979,2651,1863
1980,2647,1868
1981,2653,1874
1982,2656,1874
1983,2653,1879
1984,2651,1882
1985,2652,1880
1986,2649,1879
1987,2644,1885
1988,2652,1891
1989,2657,1886
1990,2652,1889
1991,2658,1889
1992,2659,1886
1993,2653,1892
1994,2649,1888
1995,2657,1884
1996,2659,1885
1997,2666,1884
1998,2664,1880
1999,2664,1883
2000,2668,1885
2001,2671,1888
2002,2673,1890
2003,2681,1892
2004,2684,1898
2005,2679,1904
2006,2682,1904
2007,2683,1901
2008,2681,1907
2009,2679,1911
2010,2674,1912
2011,2682,1908
2012,2684,1913
2013,2691,1919
2014,2697,1923
2015,2705,1925
2016,2709,1930
2017,2713,1933
2018,2709,1928
2019,2711,1927
2020,2708,1924
2021,2704,1923
2022,2712,1927
2023,2717,1930
2024,2720,1933
2025,2720,1936
2026,2719,1937
2027,2726,1943
2028,2727,1943
2029,2733,1948
2030,2734,1947
2031,2733,1942
2032,2738,1946
2033,2741,1946
2034,2735,1942
2035,2732,1946
2036,2728,1947
2037,2725,1952
2038,2728,1949
2039,2735,1950
2040,2737,1947
2041,2739,1953
2042,2741,1959
2043,2748,1958
2044,2751,1957
2045,2746,1956
2046,2740,1951
2047,2748,1946
2048,2742,1950
2049,2745,1955
2050,2745,1952
2051,2740,1948
2052,2748,1948
2053,2745,1951
2054,2744,1951
2055,2745,1957
2056,2750,1953
2057,2747,1956
2058,2746,1955
2059,2747,1954
2060,2746,1953
2061,2748,1952
2062,2750,1957
2063,2751,1960
2064,2745,1961
2065,2751,1956
2066,2746,1959
2067,2753,1963
2068,2750,1959
2069,2749,1955
2070,2753,1960
2071,2752,1963
2072,2750,1968
2073,2752,1973
2074,2756,1976
2075,2763,1980
2076,2768,1977
2077,2765,1982
2078,2769,1987
2079,2771,1992
2080,2770,1994
2081,2772,2000
2082,2779,2004
2083,2779,2009
2084,2784,2008
2085,2784,2011
2086,2788,2014
2087,2796,2011
2088,2796,2007
2089,2794,2013
2090,2793,2014
2091,2800,2013
2092,2794,2014
2093,2791,2020
2094,2788,2018
2095,2793,2024
2096,2791,2028
2097,2785,2025
2098,2790,2024
2099,2794,2027
2100,2793,2026
2101,2791,2032
2102,2787,2029
2103,2788,2034
2104,2793,2030
2105,2800,2031
2106,2803,2026
2107,2804,2022
2108,2801,2025
2109,2806,2022
2110,2814,2023
2111,2819,2029
2112,2824,2033
2113,2820,2031
2114,2826,2035
2115,2828,2032
2116,2826,2030
2117,2829,2032
2118,2835,2034
2119,2840,2038
2120,2841,2043
2121,2847,2043
2122,2849,2047
2123,2849,2049
2124,2848,2055
2125,2848,2050
2126,2849,2048
2127,2856,2052
2128,2851,2058
2129,2858,2053
2130,2855,2054
2131,2857,2058
2132,2865,2061
2133,2873,2063
2134,2868,2065
2135,2866,2069
2136,2860,2074
2137,2860,2079
2138,2868,2076
2139,2866,2078
2140,2867,2081
2141,2873,2081
2142,2879,2082
2143,2884,2077
2144,2891,2075
2145,2888,2076
2146,2892,2071
2147,2887,2074
2148,2887,2075
2149,2883,2081
2150,2891,2086
2151,2899,2085
2152,2904,2085
2153,2901,2085
2154,2901,2081
2155,2898,2087
2156,2895,2088
2157,2895,2087
2158,2900,2083
2159,2902,2082
2160,2896,2079
2161,2902,2082
2162,2896,2088
2163,2897,2084
2164,2896,2089
2165,2900,2089
2166,2903,2085
2167,2903,2084
2168,2901,2081
2169,2908,2080
2170,2903,2078
2171,2910,2078
2172,2909,2081
2173,2910,2078
2174,2905,2075
2175,2911,2079
2176,2905,2074
2177,2913,2074
2178,2909,2070
2179,2914,2066
2180,2921,2062
2181,2921,2064
2182,2920,2063
2183,2919,2066
2184,2915,2062
2185,2919,2066
2186,2915,2072
2187,2911,2068
2188,2913,2072
2189,2920,2071
2190,2924,2074
2191,2929,2074
2192,2925,2076
2193,2933,2077
2194,2935,2081
2195,2938,2080
2196,2936,2076
2197,2938,2082
2198,2939,2083
2199,2940,2082
2200,2940,2081
2201,2938,2080
2202,2933,2078
2203,2927,2084
2204,2931,2088
2205,2926,2086
2206,2925,2090
2207,2932,2085
2208,2935,2080
2209,2935,2078
2210,2934,2081
2211,2941,2086
2212,2935,2089
2213,2929,2091
2214,2928,2094
2215,2923,2092
2216,2921,2098
2217,2925,2103
2218,2928,2101
2219,2931,2104
2220,2932,2101
2221,2936,2096
2222,2937,2092
2223,2936,2093
2224,2934,2095
2225,2942,2092
2226,2939,2098
2227,2945,2095
2228,2943,2092
2229,2948,2097
2230,2945,2102
2231,2952,2102
2232,2956,2105
2233,2963,2104
2234,2958,2106
2235,2953,2102
2236,2947,2105
2237,2942,2109
2238,2937,2105
2239,2945,2104
2240,2944,2106
2241,2950,2111
2242,2945,2106
2243,2949,2110
2244,2953,2106
2245,2948,2102
2246,2947,2103
2247,2942,2106
2248,2940,2107
2249,2945,2107
2250,2940,2112
2251,2934,2111
2252,2938,2114
2253,2932,2115
2254,2938,2118
2255,2933,2113
2256,2934,2112
2257,2928,2107
2258,2927,2104
2259,2921,2102
2260,2928,2102
2261,2928,2100
2262,2928,2104
2263,2930,2104
2264,2936,2108
2265,2935,2106
2266,2937,2111
2267,2936,2107
2268,2940,2112
2269,2940,2113
2270,2936,2119
2271,2936,2117
2272,2942,2119
2273,2948,2122
2274,2947,2122
2275,2943,2120
2276,2946,2119
2277,2949,2119
2278,2954,2122
2279,2953,2124
2280,2952,2124
2281,2953,2120
2282,2953,2122
2283,2947,2118
2284,2946,2117
2285,2949,2115
2286,2955,2110
2287,2953,2107
2288,2953,2113
2289,2957,2110
2290,2958,2105
2291,2965,2102
2292,2973,2099
2293,2978,2098
2294,2981,2101
2295,2986,2100
2296,2994,2103
2297,2988,2107
2298,2993,2106
2299,3000,2110
2300,3002,2112
2301,2997,2107
2302,3005,2103
2303,3008,2102
2304,3005,2098
2305,3009,2104
2306,3012,2100
2307,3009,2095
2308,3004,2094
2309,3003,2092
2310,2997,2089
2311,2995,2085
2312,2995,2083
2313,2996,2087
2314,2992,2086
2315,2988,2086
2316,2995,2092
2317,2990,2089
2318,2994,2084
2319,2989,2087
2320,2995,2084
2321,2991,2081
2322,2992,2081
2323,2990,2086
2324,2988,2089
2325,2985,2092
2326,2993,2091
2327,2997,2094
2328,2994,2093
2329,2991,2098
2330,2995,2097
2331,2999,2096
2332,3003,2095
2333,3002,2094
2334,3010,2100
2335,3012,2097
2336,3011,2099
2337,3015,2098
2338,3022,2095
2339,3025,2096
2340,3023,2102
2341,3029,2101
2342,3023,2104
2343,3020,2108
2344,3016,2109
2345,3021,2104
2346,3022,2105
2347,3027,2104
2348,3033,2106
2349,3031,2101
2350,3027,2105
2351,3031,2102
2352,3025,2108
2353,3019,2105
2354,3023,2102
2355,3018,2104
2356,3025,2101
2357,3033,2107
2358,3039,2110
2359,3041,2116
2360,3036,2115
2361,3043,2111
2362,3045,2110
2363,3052,2112
2364,3049,2110
2365,3057,2106
2366,3063,2103
2367,3058,2100
2368,3056,2097
2369,3064,2093
2370,3070,2098
2371,3075,2104
2372,3073,2107
2373,3074,2103
2374,3071,2107
2375,3076,2107
2376,3072,2107
2377,3078,2102
2378,3076,2102
2379,3070,2098
2380,3076,2100
2381,3077,2102
2382,3078,2108
2383,3074,2113
2384,3073,2117
2385,3081,2118
2386,3087,2122
2387,3092,2127
2388,3097,2128
2389,3091,2128
2390,3097,2124
2391,3094,2122
2392,3093,2117
2393,3098,2113
2394,3096,2114
2395,3092,2114
2396,3094,2119
2397,3098,2115
2398,3097,2110
2399,3100,2111
2400,3098,2117
2401,3094,2115
2402,3094,2111
2403,3093,2111
2404,3087,2117
2405,3083,2114
2406,3082,2109
2407,3087,2110
2408,3085,2115
2409,3092,2115
2410,3088,2120
2411,3083,2115
2412,3085,2117
2413,3080,2116
2414,3080,2119
2415,3081,2117
2416,3079,2121
2417,3086,2123
2418,3085,2120
2419,3092,2117
2420,3100,2119
2421,3108,2119
2422,3104,2124
2423,3110,2120
2424,3115,2119
2425,3112,2117
2426,3119,2119
2427,3119,2122
2428,3114,2124
2429,3114,2127
2430,3118,2132
2431,3112,2135
2432,3120,2137
2433,3124,2134
2434,3127,2129
2435,3127,2133
2436,3133,2129
2437,3135,2128
2438,3134,2133
2439,3132,2136
2440,3134,2137
2441,3138,2137
2442,3141,2139
2443,3143,2144
2444,3151,2146
2445,3150,2142
2446,3145,2143
2447,3146,2148
2448,3147,2154
2449,3143,2159
2450,3138,2159
2451,3138,2161
2452,3135,2163
2453,3131,2158
2454,3126,2155
2455,3128,2153
2456,3133,2156
2457,3134,2159
2458,3137,2159
2459,3145,2160
2460,3151,2157
2461,3159,2161
2462,3163,2157
2463,3171,2156
2464,3173,2151
2465,3169,2150
2466,3163,2147
2467,3162,2145
2468,3162,2146
2469,3168,2151
2470,3163,2147
2471,3161,2143
2472,3161,2148
2473,3162,2151
2474,3162,2156
2475,3162,2160
2476,3170,2166
2477,3177,2167
2478,3179,2163
2479,3183,2161
2480,3187,2162
2481,3186,2164
2482,3191,2160
2483,3196,2162
2484,3193,2163
2485,3191,2164
2486,3188,2165
2487,3189,2168
2488,3190,2169
2489,3198,2168
2490,3200,2167
2491,3207,2171
2492,3209,2166
2493,3211,2172
2494,3205,2168
2495,3209,2163
2496,3208,2167
2497,3210,2172
2498,3204,2176
2499,3201,2173
2500,3195,2170
2501,3194,2167
2502,3201,2171
2503,3204,2166
2504,3205,2164
2505,3210,2164
2506,3217,2161
2507,3220,2156
2508,3216,2158
2509,3211,2159
2510,3215,2157
2511,3215,2154
2512,3220,2158
2513,3214,2161
2514,3218,2158
2515,3225,2161
2516,3219,2162
2517,3221,2163
2518,3216,2163
2519,3218,2164
2520,3215,2159
2521,3210,2156
2522,3213,2161
2523,3209,2167
2524,3213,2165
2525,3215,2168
2526,3219,2163
2527,3227,2159
2528,3233,2156
2529,3237,2156
2530,3244,2160
2531,3242,2165
2532,3244,2161
2533,3247,2165
2534,3244,2170
2535,3248,2167
2536,3249,2169
2537,3252,2172
2538,3257,2178
2539,3256,2177
2540,3252,2172
2541,3256,2168
2542,3250,2169
2543,3258,2170
2544,3254,2172
2545,3261,2176
2546,3266,2177
2547,3263,2183
2548,3260,2186
2549,3262,2186
2550,3268,2182
2551,3266,2184
2552,3269,2186
2553,3272,2188
2554,3266,2190
2555,3268,2189
2556,3266,2187
2557,3262,2191
2558,3270,2188
2559,3274,2193
2560,3269,2191
2561,3272,2189
2562,3276,2185
2563,3271,2187
2564,3275,2186
2565,3275,2182
2566,3282,2183
2567,3288,2178
2568,3287,2180
2569,3287,2182
2570,3285,2178
2571,3291,2180
2572,3299,2186
2573,3299,2190
2574,3302,2195
2575,3308,2198
2576,3314,2199
2577,3322,2197
2578,3325,2196
2579,3329,2193
2580,3336,2196
2581,3332,2200
2582,3334,2202
2583,3338,2205
2584,3334,2202
2585,3341,2202
2586,3349,2201
2587,3347,2204
2588,3343,2204
2589,3343,2199
2590,3348,2198
2591,3348,2199
2592,3345,2195
2593,3344,2201
2594,3346,2197
2595,3353,2200
2596,3348,2197
2597,3353,2192
2598,3352,2192
2599,3350,2195
2600,3346,2194
2601,3340,2191
2602,3336,2196
2603,3333,2192
2604,3335,2198
2605,3336,2193
2606,3330,2194
2607,3335,2190
2608,3334,2191
2609,3335,2196
2610,3339,2194
2611,3340,2191
2612,3341,2190
2613,3347,2185
2614,3351,2187
2615,3352,2189
2616,3357,2185
2617,3357,2188
2618,3359,2192
2619,3362,2187
2620,3369,2187
2621,3371,2184
2622,3373,2185
2623,3368,2188
2624,3375,2193
2625,3373,2192
2626,3369,2191
2627,3377,2195
2628,3373,2200
2629,3378,2196
2630,3382,2194
2631,3378,2191
2632,3386,2195
2633,3390,2196
2634,3388,2191
2635,3392,2188
2636,3388,2189
2637,3395,2195
2638,3395,2197
2639,3399,2201
2640,3407,2204
2641,3403,2206
2642,3409,2209
2643,3415,2206
2644,3410,2205
2645,3408,2209
2646,3414,2211
2647,3422,2208
2648,3422,2207
2649,3426,2206
2650,3430,2204
2651,3435,2200
2652,3431,2203
2653,3428,2202
2654,3426,2203
2655,3432,2201
2656,3433,2196
2657,3434,2198
2658,3428,2196
2659,3422,2193
2660,3429,2189
2661,3436,2192
2662,3433,2194
2663,3439,2196
2664,3442,2195
2665,3440,2192
2666,3443,2190
2667,3445,2196
2668,3453,2194
2669,3460,2189
2670,3460,2190
2671,3458,2190
2672,3457,2192
2673,3455,2197
2674,3451,2197
2675,3452,2201
2676,3453,2205
2677,3455,2204
2678,3452,2203
2679,3460,2199
2680,3468,2204
2681,3472,2203
2682,3479,2200
2683,3485,2203
2684,3484,2207
2685,3480,2204
2686,3482,2207
2687,3476,2209
2688,3479,2214
2689,3475,2215
2690,3483,2213
2691,3487,2215
2692,3482,2213
2693,3478,2217
2694,3481,2216
2695,3479,2218
2696,3476,2214
2697,3484,2211
2698,3478,2216
2699,3478,2221
2700,3486,2223
2701,3489,2226
2702,3491,2232
2703,3488,2237
2704,3487,2235
2705,3493,2239
2706,3491,2237
2707,3492,2235
2708,3489,2230
2709,3493,2232
2710,3500,2238
2711,3501,2238
2712,3499,2241
2713,3502,2241
2714,3510,2241
2715,3504,2240
2716,3498,2237
2717,3499,2235
2718,3507,2234
2719,3508,2237
2720,3508,2241
2721,3503,2245
2722,3507,2249
2723,3505,2247
2724,3499,2244
2725,3507,2239
2726,3508,2236
2727,3515,2236
2728,3511,2233
2729,3515,2233
2730,3521,2235
2731,3526,2230
2732,3527,2236
2733,3535,2233
2734,3534,2238
2735,3541,2238
2736,3547,2234
2737,3552,2233
2738,3546,2235
2739,3542,2231
2740,3536,2233
2741,3536,2231
2742,3542,2235
2743,3546,2241
2744,3542,2244
2745,3538,2239
2746,3542,2234
2747,3546,2234
2748,3550,2236
2749,3554,2237
2750,3560,2237
2751,3554,2240
2752,3557,2245
2753,3564,2248
2754,3561,2250
2755,3560,2249
2756,3555,2244
2757,3560,2245
2758,3564,2250
2759,3570,2252
2760,3576,2251
2761,3580,2250
2762,3580,2250
2763,3581,2252
2764,3575,2251
2765,3578,2249
2766,3578,2253
2767,3579,2250
2768,3573,2247
2769,3575,2242
2770,3581,2237
2771,3586,2240
2772,3587,2246
2773,3582,2243
2774,3587,2245
2775,3588,2243
2776,3591,2242
2777,3597,2244
2778,3600,2241
2779,3600,2241
2780,3605,2247
2781,3604,2244
2782,3603,2242
2783,3604,2247
2784,3610,2248
2785,3613,2244
2786,3619,2246
2787,3621,2248
2788,3624,2245
2789,3632,2244
2790,3635,2247
2791,3638,2246
2792,3643,2242
2793,3651,2241
2794,3657,2241
2795,3661,2247
2796,3661,2251
2797,3661,2252
2798,3669,2257
2799,3675,2257
2800,3669,2259
2801,3675,2265
2802,3680,2264
2803,3685,2270
2804,3679,2274
2805,3679,2274
2806,3676,2273
2807,3677,2270
2808,3671,2268
2809,3676,2266
2810,3670,2265
2811,3677,2264
2812,3676,2268
2813,3670,2269
2814,3668,2272
2815,3664,2268
2816,3672,2271
2817,3674,2271
2818,3673,2269
2819,3681,2275
2820,3682,2271
2821,3690,2272
2822,3688,2275
2823,3688,2281
2824,3686,2285
2825,3694,2284
2826,3701,2281
2827,3698,2286
2828,3692,2289
2829,3695,2286
2830,3702,2289
2831,3701,2291
2832,3709,2287
2833,3717,2286
2834,3724,2284
2835,3718,2281
2836,3724,2287
2837,3726,2289
2838,3733,2288
2839,3728,2288
2840,3727,2294
2841,3724,2298
2842,3727,2299
2843,3728,2299
2844,3726,2304
2845,3720,2303
2846,3728,2305
2847,3723,2302
2848,3731,2300
2849,3729,2302
2850,3725,2300
2851,3729,2298
2852,3730,2296
2853,3736,2298
2854,3740,2296
2855,3742,2301
2856,3745,2303
2857,3748,2301
2858,3749,2307
2859,3754,2306
2860,3751,2305
2861,3749,2305
2862,3755,2307
2863,3759,2308
2864,3757,2308
2865,3756,2304
2866,3760,2305
2867,3762,2308
2868,3770,2313
2869,3776,2317
2870,3779,2316
2871,3786,2321
2872,3790,2318
2873,3784,2314
2874,3790,2309
2875,3796,2314
2876,3793,2317
2877,3796,2322
2878,3804,2318
2879,3810,2321
2880,3811,2318
2881,3819,2319
2882,3818,2317
2883,3821,2321
2884,3815,2317
2885,3821,2316
2886,3815,2313
2887,3815,2316
2888,3822,2313
2889,3817,2314
2890,3824,2318
2891,3820,2319
2892,3823,2322
2893,3818,2324
2894,3817,2322
2895,3819,2321
2896,3818,2316
2897,3822,2314
2898,3830,2315
2899,3834,2315
2900,3835,2312
2901,3841,2313
2902,3835,2311
2903,3832,2307
2904,3832,2303
2905,3835,2307
2906,3830,2306
2907,3829,2304
2908,3823,2301
2909,3820,2302
2910,3815,2298
2911,3816,2301
2912,3816,2298
2913,3818,2294
2914,3812,2299
2915,3816,2305
2916,3822,2303
2917,3830,2301
2918,3834,2301
2919,3841,2298
2920,3844,2304
2921,3846,2301
2922,3843,2304
2923,3847,2308
2924,3851,2304
2925,3854,2308
2926,3859,2309
2927,3861,2306
2928,3863,2304
2929,3865,2306
2930,3873,2310
2931,3878,2306
2932,3879,2304
2933,3877,2302
2934,3885,2307
2935,3890,2302
2936,3884,2308
2937,3884,2312
2938,3886,2315
2939,3892,2316
2940,3898,2317
2941,3897,2313
2942,3901,2315
2943,3900,2315
2944,3902,2313
2945,3898,2317
2946,3906,2312
2947,3902,2309
2948,3901,2309
2949,3909,2310
2950,3906,2316
2951,3910,2312
2952,3909,2309
2953,3915,2309
2954,3923,2305
2955,3923,2302
2956,3917,2299
2957,3911,2299
2958,3907,2299
2959,3913,2299
2960,3919,2303
2961,3919,2302
2962,3917,2302
2963,3921,2299
2964,3928,2299
2965,3931,2294
2966,3931,2292
2967,3925,2291
2968,3931,2294
2969,3925,2295
2970,3921,2299
2971,3928,2299
2972,3930,2305
2973,3931,2302
2974,3929,2303
2975,3924,2302
2976,3930,2305
2977,3924,2301
2978,3930,2297
2979,3937,2298
2980,3939,2295
2981,3933,2296
2982,3930,2300
2983,3929,2300
2984,3931,2301
2985,3934,2302
2986,3932,2301
2987,3933,2299
2988,3937,2296
2989,3938,2300
2990,3944,2302
2991,3944,2301
2992,3939,2306
2993,3935,2301
2994,3938,2306
2995,3939,2302
2996,3941,2303
2997,3943,2300
2998,3942,2300
2999,3937,2299
3000,3937,2296
3001,3931,2298
3002,3931,2299
3003,3930,2296
3004,3938,2298
3005,3946,2294
3006,3943,2292
3007,3939,2290
3008,3938,2296
3009,3940,2302
3010,3946,2306
3011,3947,2306
3012,3941,2308
3013,3943,2305
3014,3945,2303
3015,3947,2307
3016,3949,2310
3017,3956,2310
3018,3961,2313
3019,3958,2308
3020,3961,2308
3021,3959,2313
3022,3962,2317
3023,3956,2323
3024,3951,2325
3025,3959,2331
3026,3958,2328
3027,3957,2334
3028,3961,2331
3029,3969,2327
3030,3969,2323
3031,3964,2322
3032,3972,2325
3033,3972,2328
3034,3970,2324
3035,3970,2329
3036,3970,2332
3037,3968,2335
3038,3962,2341
3039,3967,2340
3040,3973,2343
3041,3978,2343
3042,3979,2344
3043,3980,2343
3044,3975,2343
3045,3969,2343
3046,3977,2343
3047,3976,2341
3048,3975,2347
3049,3975,2353
3050,3980,2356
3051,3977,2358
3052,3985,2354
3053,3980,2355
3054,3988,2351
3055,3994,2351
3056,3997,2354
3057,4005,2360
3058,4011,2359
3059,4016,2354
3060,4018,2351
3061,4022,2356
3062,4026,2356
3063,4027,2357
3064,4034,2354
3065,4036,2353
3066,4030,2354
3067,4038,2354
3068,4032,2354
3069,4037,2355
3070,4034,2360
3071,4029,2357
3072,4033,2354
3073,4029,2349
3074,4034,2347
3075,4040,2347
3076,4042,2347
3077,4038,2345
3078,4040,2350
3079,4048,2354
3080,4051,2350
3081,4045,2346
3082,4040,2341
3083,4040,2342
3084,4036,2346
3085,4042,2349
3086,4050,2355
3087,4044,2351
3088,4038,2353
3089,4046,2353
3090,4047,2354
3091,4042,2355
3092,4044,2358
3093,4039,2363
3094,4040,2360
3095,4036,2361
3096,4038,2366
3097,4036,2366
3098,4044,2372
3099,4052,2376
3100,4048,2375
3101,4054,2376
3102,4057,2372
3103,4063,2374
3104,4066,2371
3105,4068,2370
3106,4068,2376
3107,4071,2372
3108,4072,2367
3109,4076,2364
3110,4081,2364
3111,4075,2368
3112,4071,2363
3113,4072,2359
3114,4071,2364
3115,4068,2365
3116,4063,2360
3117,4069,2362
3118,4075,2367
3119,4083,2371
3120,4079,2374
3121,4078,2372
3122,4075,2375
3123,4076,2376
3124,4074,2375
3125,4072,2372
3126,4070,2378
3127,4074,2377
3128,4078,2383
3129,4072,2380
3130,4069,2375
3131,4068,2376
3132,4073,2381
3133,4081,2387
3134,4089,2392
3135,4088,2388
3136,4096,2385
3137,4098,2382
3138,4095,2385
3139,4098,2387
3140,4103,2384
3141,4097,2382
3142,4102,2385
3143,4100,2391
3144,4100,2389
3145,4105,2394
3146,4110,2391
3147,4116,2389
3148,4117,2385
3149,4123,2381
3150,4121,2380
3151,4125,2376
3152,4132,2377
3153,4137,2381
3154,4140,2379
3155,4147,2374
3156,4149,2374
3157,4156,2377
3158,4161,2382
3159,4167,2381
3160,4171,2381
3161,4167,2376
3162,4174,2382
3163,4168,2386
3164,4165,2388
3165,4167,2394
3166,4163,2400
3167,4166,2399
3168,4165,2398
3169,4165,2399
3170,4164,2395
3171,4170,2401
3172,4165,2405
3173,4167,2406
3174,4168,2410
3175,4176,2407
3176,4177,2413
3177,4175,2415
3178,4170,2411
3179,4167,2412
3180,4175,2409
3181,4174,2413
3182,4173,2412
3183,4174,2408
3184,4169,2409
3185,4164,2415
3186,4159,2414
3187,4161,2411
3188,4158,2410
3189,4159,2412
3190,4155,2413
3191,4160,2416
3192,4162,2417
3193,4165,2423
3194,4165,2428
3195,4166,2428
3196,4174,2430
3197,4177,2425
3198,4184,2428
3199,4186,2432
3200,4191,2434
3201,4198,2429
3202,4192,2428
3203,4194,2431
3204,4196,2433
3205,4201,2430
3206,4205,2429
3207,4207,2426
3208,4208,2428
3209,4206,2430
3210,4206,2436
3211,4200,2439
3212,4200,2436
3213,4206,2433
3214,4211,2429
3215,4216,2431
3216,4221,2430
3217,4229,2428
3218,4234,2425
3219,4235,2425
3220,4242,2425
3221,4250,2426
3222,4257,2426
3223,4258,2429
